HPitb1ch01-0001	capitolo	CAPITOLO
HPitb1ch01-0805	discutere	Su quel che l’ha fermato una buona volta?» Sembrava che la professoressa McGonagall fosse giunta al punto che più le premeva discutere, la vera ragione per cui era rimasta in attesa tutto il giorno su quel muretto freddo e duro, perché mai – né da gatto né da donna – aveva fissato Silente con uno sguardo così intenso.
HPitb1ch01-0806	attesa	Su quel che l’ha fermato una buona volta?» Sembrava che la professoressa McGonagall fosse giunta al punto che più le premeva discutere, la vera ragione per cui era rimasta in attesa tutto il giorno su quel muretto freddo e duro, perché mai – né da gatto né da donna – aveva fissato Silente con uno sguardo così intenso.
HPitb1ch01-0807	freddo	Su quel che l’ha fermato una buona volta?» Sembrava che la professoressa McGonagall fosse giunta al punto che più le premeva discutere, la vera ragione per cui era rimasta in attesa tutto il giorno su quel muretto freddo e duro, perché mai – né da gatto né da donna – aveva fissato Silente con uno sguardo così intenso.
HPitb1ch01-0808	duro	Su quel che l’ha fermato una buona volta?» Sembrava che la professoressa McGonagall fosse giunta al punto che più le premeva discutere, la vera ragione per cui era rimasta in attesa tutto il giorno su quel muretto freddo e duro, perché mai – né da gatto né da donna – aveva fissato Silente con uno sguardo così intenso.
HPitb1ch01-0809	intenso	Su quel che l’ha fermato una buona volta?» Sembrava che la professoressa McGonagall fosse giunta al punto che più le premeva discutere, la vera ragione per cui era rimasta in attesa tutto il giorno su quel muretto freddo e duro, perché mai – né da gatto né da donna – aveva fissato Silente con uno sguardo così intenso.
HPitb1ch01-0810	mormorare	Era chiaro che qualsiasi cosa ‘tutti’ mormorassero, lei non ci avrebbe creduto sin quando Silente non le avesse detto che era vero.
HPitb1ch01-0811	sino	Era chiaro che qualsiasi cosa ‘tutti’ mormorassero, lei non ci avrebbe creduto sin quando Silente non le avesse detto che era vero.
HPitb1ch01-0812	occupato	Ma lui era occupato a scegliere un’altra Frizlemon e non rispose.
HPitb1ch01-0813	incalzare	«Quel che vanno dicendo» incalzò lei, «è che la notte scorsa Voldemort è spuntato fuori a Godric’s Hollow.
HPitb1ch01-0814	correre	Corre voce che Lily e James Potter siano... siano... insomma, siano morti».
HPitb1ch01-0815	insomma	Corre voce che Lily e James Potter siano... siano... insomma, siano morti».
HPitb1ch01-0816	morto	Corre voce che Lily e James Potter siano... siano... insomma, siano morti».
HPitb1ch01-0817	annuire	Silente annuì silenziosamente.
HPitb1ch01-0818	sussulto	La professoressa McGonagall ebbe un sussulto.
HPitb1ch01-0819	mano	«Lily e James... Non posso crederci... Non volevo crederci... Oh, Albus...» Silente allungò la mano e le diede un colpetto sulla spalla.
HPitb1ch01-0820	spalla	«Lily e James... Non posso crederci... Non volevo crederci... Oh, Albus...» Silente allungò la mano e le diede un colpetto sulla spalla.
HPitb1ch01-0821	gravemente	«Lo so... lo so...» disse gravemente.
HPitb1ch01-0822	proseguire	La McGonagall proseguì con voce tremante:
HPitb1ch01-0823	tremante	La McGonagall proseguì con voce tremante:
HPitb1ch01-0824	uccidere	Dicono che ha anche cercato di uccidere il figlio dei Potter, Harry.
HPitb1ch01-0825	piccino	Quel piccino, non è riuscito a ucciderlo.
HPitb1ch01-0826	ce	Nessuno sa né come né perché, ma dicono che quando Voldemort non ce l’ha fatta a uccidere Harry Potter, in qualche modo il suo potere è venuto meno... ed è per questo che se n’è andato».
HPitb1ch01-0827	triste	Silente annuì triste.
HPitb1ch01-0828	balbettare	» balbettò la professoressa McGonagall.
HPitb1ch01-0829	ammazzare	«Dopo tutto quel che ha fatto... dopo tutti quelli che ha ammazzato... non è riuscito a uccidere un bambino indifeso?
HPitb1ch01-0830	indifeso	«Dopo tutto quel che ha fatto... dopo tutti quelli che ha ammazzato... non è riuscito a uccidere un bambino indifeso?
HPitb1ch01-0831	strabiliante	È strabiliante... di tutte le cose che avrebbero potuto fermarlo...
HPitb1ch01-0832	fermare	È strabiliante... di tutte le cose che avrebbero potuto fermarlo...
HPitb1ch01-0833	congettura	» «Possiamo solo fare congetture» disse Silente.
HPitb1ch01-0834	fazzoletto	La professoressa McGonagall tirò fuori un fazzoletto di trina e si asciugò le lacrime dietro gli occhiali.
HPitb1ch01-0835	trina	La professoressa McGonagall tirò fuori un fazzoletto di trina e si asciugò le lacrime dietro gli occhiali.
HPitb1ch01-0836	asciugare	La professoressa McGonagall tirò fuori un fazzoletto di trina e si asciugò le lacrime dietro gli occhiali.
HPitb1ch01-0837	lacrima	La professoressa McGonagall tirò fuori un fazzoletto di trina e si asciugò le lacrime dietro gli occhiali.
HPitb1ch01-0838	profondo	Con un profondo sospiro, Silente estrasse dalla tasca un orologio d’oro e lo esaminò.
HPitb1ch01-0839	sospiro	Con un profondo sospiro, Silente estrasse dalla tasca un orologio d’oro e lo esaminò.
HPitb1ch01-0840	estrarre	Con un profondo sospiro, Silente estrasse dalla tasca un orologio d’oro e lo esaminò.
HPitb1ch01-0841	orologio	Con un profondo sospiro, Silente estrasse dalla tasca un orologio d’oro e lo esaminò.
HPitb1ch01-0842	oro	Con un profondo sospiro, Silente estrasse dalla tasca un orologio d’oro e lo esaminò.
HPitb1ch01-0843	esaminare	Con un profondo sospiro, Silente estrasse dalla tasca un orologio d’oro e lo esaminò.
HPitb1ch01-0844	lancetta	Aveva dodici lancette, ma al posto dei numeri c’erano alcuni piccoli pianeti che si muovevano lungo il bordo del quadrante.
HPitb1ch01-0845	pianeta	Aveva dodici lancette, ma al posto dei numeri c’erano alcuni piccoli pianeti che si muovevano lungo il bordo del quadrante.
HPitb1ch01-0846	muovere	Aveva dodici lancette, ma al posto dei numeri c’erano alcuni piccoli pianeti che si muovevano lungo il bordo del quadrante.
HPitb1ch01-0847	bordo	Aveva dodici lancette, ma al posto dei numeri c’erano alcuni piccoli pianeti che si muovevano lungo il bordo del quadrante.
HPitb1ch01-0848	quadrante	Aveva dodici lancette, ma al posto dei numeri c’erano alcuni piccoli pianeti che si muovevano lungo il bordo del quadrante.
HPitb1ch01-0849	ritardo	«Hagrid è in ritardo.
HPitb1ch01-0850	proposito	A proposito, suppongo sia stato lui a dirle che sarei venuto qui».
HPitb1ch01-0851	supporre	A proposito, suppongo sia stato lui a dirle che sarei venuto qui».
HPitb1ch01-0852	zio	«Sono venuto a portare Harry dai suoi zii.
HPitb1ch01-0853	abitare	«Non vorrà mica dire... Non saranno mica quei due che abitano lì!
HPitb1ch01-0854	esclamare	» esclamò la McGonagall balzando in piedi e indicando il numero 4.
HPitb1ch01-0855	balzare	» esclamò la McGonagall balzando in piedi e indicando il numero 4.
HPitb1ch01-0856	piede	» esclamò la McGonagall balzando in piedi e indicando il numero 4.
HPitb1ch01-0857	calco	E poi quel bambino che hanno... l’ho visto prendere a calci sua madre per tutta la strada, urlando che voleva le caramelle!
HPitb1ch01-0858	madre	E poi quel bambino che hanno... l’ho visto prendere a calci sua madre per tutta la strada, urlando che voleva le caramelle!
HPitb1ch01-0859	migliore	» «È il posto migliore per lui» disse Silente con fermezza.
HPitb1ch01-0860	fermezza	» «È il posto migliore per lui» disse Silente con fermezza.
HPitb1ch01-0861	zia	«La zia e lo zio potranno spiegargli tutto quando sarà più grande.
HPitb1ch01-0862	scrivere	Ho scritto loro una lettera».
HPitb1ch01-0863	lettera	Ho scritto loro una lettera».
HPitb1ch01-0864	eco	» gli fece eco la McGonagall con un filo di voce, tornando a sedersi sul muretto.
HPitb1ch01-0865	sedersi	» gli fece eco la McGonagall con un filo di voce, tornando a sedersi sul muretto.
HPitb1ch01-0866	davvero	«Ma davvero, Silente, crede di poter spiegare tutto questo per lettera?
HPitb1ch01-0867	diventare	Lui diventerà famoso... leggendario!
HPitb1ch01-0868	famoso	Lui diventerà famoso... leggendario!
HPitb1ch01-0869	leggendario	Lui diventerà famoso... leggendario!
HPitb1ch01-0870	stupire	Non mi stupirebbe se in futuro la giornata di oggi venisse designata come l’Harry Potter Day.
HPitb1ch01-0871	futuro	Non mi stupirebbe se in futuro la giornata di oggi venisse designata come l’Harry Potter Day.
HPitb1ch01-0872	designare	Non mi stupirebbe se in futuro la giornata di oggi venisse designata come l’Harry Potter Day.
HPitb1ch01-0873	volume	Si scriveranno volumi su di lui, tutti i bambini del nostro mondo conosceranno il suo nome!
HPitb1ch01-0874	conoscere	Si scriveranno volumi su di lui, tutti i bambini del nostro mondo conosceranno il suo nome!
HPitb1ch01-0875	serio	«Proprio così» disse Silente fissandola tutto serio da sopra gli occhiali a mezzaluna.
HPitb1ch01-0876	abbastanza	«Ce ne sarebbe abbastanza per far girare la testa a qualsiasi ragazzo.
HPitb1ch01-0877	ragazzo	«Ce ne sarebbe abbastanza per far girare la testa a qualsiasi ragazzo.
HPitb1ch01-0878	camminare	Famoso prima ancora di camminare e di parlare!
HPitb1ch01-0879	conservare	Famoso per qualcosa di cui non avrà conservato neanche il ricordo!
HPitb1ch01-0880	ricordo	Famoso per qualcosa di cui non avrà conservato neanche il ricordo!
HPitb1ch01-0881	meglio	Non riesce a capire quanto starà meglio, se crescerà lontano da tutto questo fino al giorno in cui sarà pronto per reggerlo?» La professoressa McGonagall aprì bocca per rispondere, poi cambiò idea, deglutì e disse:
HPitb1ch01-0882	crescere	Non riesce a capire quanto starà meglio, se crescerà lontano da tutto questo fino al giorno in cui sarà pronto per reggerlo?» La professoressa McGonagall aprì bocca per rispondere, poi cambiò idea, deglutì e disse:
HPitb1ch01-0883	lontano	Non riesce a capire quanto starà meglio, se crescerà lontano da tutto questo fino al giorno in cui sarà pronto per reggerlo?» La professoressa McGonagall aprì bocca per rispondere, poi cambiò idea, deglutì e disse:
HPitb1ch01-0884	pronto	Non riesce a capire quanto starà meglio, se crescerà lontano da tutto questo fino al giorno in cui sarà pronto per reggerlo?» La professoressa McGonagall aprì bocca per rispondere, poi cambiò idea, deglutì e disse:
HPitb1ch01-0885	reggere	Non riesce a capire quanto starà meglio, se crescerà lontano da tutto questo fino al giorno in cui sarà pronto per reggerlo?» La professoressa McGonagall aprì bocca per rispondere, poi cambiò idea, deglutì e disse:
HPitb1ch01-0886	deglutire	Non riesce a capire quanto starà meglio, se crescerà lontano da tutto questo fino al giorno in cui sarà pronto per reggerlo?» La professoressa McGonagall aprì bocca per rispondere, poi cambiò idea, deglutì e disse:
HPitb1ch01-0887	naturalmente	«Sì... sì, lei ha ragione, naturalmente.
HPitb1ch01-0888	nascosto	D’un tratto guardò il mantello di Silente come se pensasse che Harry potesse essere nascosto lì sotto.
HPitb1ch01-0889	parere	«E a lei pare... saggio... affidare a Hagrid un compito tanto importante?
HPitb1ch01-0890	saggio	«E a lei pare... saggio... affidare a Hagrid un compito tanto importante?
HPitb1ch01-0891	affidare	«E a lei pare... saggio... affidare a Hagrid un compito tanto importante?
HPitb1ch01-0892	compito	«E a lei pare... saggio... affidare a Hagrid un compito tanto importante?
HPitb1ch01-0893	ammettere	«Non dico che non abbia cuore» dovette ammettere la McGonagall, «ma non può negare che sia uno sventato.
HPitb1ch01-0894	negare	«Non dico che non abbia cuore» dovette ammettere la McGonagall, «ma non può negare che sia uno sventato.
HPitb1ch01-0895	sventato	«Non dico che non abbia cuore» dovette ammettere la McGonagall, «ma non può negare che sia uno sventato.
HPitb1ch01-0896	tendere	Tende a... Ma cosa è stato?» Il silenzio che li circondava era stato lacerato da un rombo cupo.
HPitb1ch01-0897	silenzio	Tende a... Ma cosa è stato?» Il silenzio che li circondava era stato lacerato da un rombo cupo.
HPitb1ch01-0898	circondare	Tende a... Ma cosa è stato?» Il silenzio che li circondava era stato lacerato da un rombo cupo.
HPitb1ch01-0899	lacerare	Tende a... Ma cosa è stato?» Il silenzio che li circondava era stato lacerato da un rombo cupo.
HPitb1ch01-0900	rombo	Tende a... Ma cosa è stato?» Il silenzio che li circondava era stato lacerato da un rombo cupo.
HPitb1ch01-0901	cupo	Tende a... Ma cosa è stato?» Il silenzio che li circondava era stato lacerato da un rombo cupo.
HPitb1ch01-0902	faro	Mentre Silente e la McGonagall percorrevano con lo sguardo la strada per vedere se si avvicinassero dei fari, il rumore si fece sempre più forte, fino a diventare un boato.
HPitb1ch01-0903	rumore	Mentre Silente e la McGonagall percorrevano con lo sguardo la strada per vedere se si avvicinassero dei fari, il rumore si fece sempre più forte, fino a diventare un boato.
HPitb1ch01-0904	boato	Mentre Silente e la McGonagall percorrevano con lo sguardo la strada per vedere se si avvicinassero dei fari, il rumore si fece sempre più forte, fino a diventare un boato.
HPitb1ch01-0905	entrambi	Entrambi levarono lo sguardo al cielo e dall’aria piovve una gigantesca motocicletta che atterrò sull’asfalto proprio davanti a loro.
HPitb1ch01-0906	levare	Entrambi levarono lo sguardo al cielo e dall’aria piovve una gigantesca motocicletta che atterrò sull’asfalto proprio davanti a loro.
HPitb1ch01-0907	gigantesco	Entrambi levarono lo sguardo al cielo e dall’aria piovve una gigantesca motocicletta che atterrò sull’asfalto proprio davanti a loro.
HPitb1ch01-0908	motocicletta	Entrambi levarono lo sguardo al cielo e dall’aria piovve una gigantesca motocicletta che atterrò sull’asfalto proprio davanti a loro.
HPitb1ch01-0909	atterrare	Entrambi levarono lo sguardo al cielo e dall’aria piovve una gigantesca motocicletta che atterrò sull’asfalto proprio davanti a loro.
HPitb1ch01-0910	asfalto	Entrambi levarono lo sguardo al cielo e dall’aria piovve una gigantesca motocicletta che atterrò sull’asfalto proprio davanti a loro.
HPitb1ch01-0911	pure	Pur colossale com’era, la moto sembrava niente a confronto con l’uomo che la inforcava.
HPitb1ch01-0912	colossale	Pur colossale com’era, la moto sembrava niente a confronto con l’uomo che la inforcava.
HPitb1ch01-0913	moto	Pur colossale com’era, la moto sembrava niente a confronto con l’uomo che la inforcava.
HPitb1ch01-0914	inforcare	Pur colossale com’era, la moto sembrava niente a confronto con l’uomo che la inforcava.
HPitb1ch01-0915	circa	Era alto circa due volte un uomo normale e almeno cinque volte più grosso.
HPitb1ch01-0916	semplicemente	Sembrava semplicemente troppo per essere vero, e aveva un aspetto terribilmente selvaggio:
HPitb1ch01-0917	selvaggio	Sembrava semplicemente troppo per essere vero, e aveva un aspetto terribilmente selvaggio:
HPitb1ch01-0918	ciocca	lunghe ciocche di ispidi capelli neri e una folta barba gli nascondevano gran parte del volto;
HPitb1ch01-0919	ispido	lunghe ciocche di ispidi capelli neri e una folta barba gli nascondevano gran parte del volto;
HPitb1ch01-0920	folto	lunghe ciocche di ispidi capelli neri e una folta barba gli nascondevano gran parte del volto;
HPitb1ch01-0921	coperchio	ogni mano era grande come il coperchio di un bidone dei rifiuti e i piedi, che calzavano stivali di cuoio, sembravano due piccoli delfini.
HPitb1ch01-0922	bidone	ogni mano era grande come il coperchio di un bidone dei rifiuti e i piedi, che calzavano stivali di cuoio, sembravano due piccoli delfini.
HPitb1ch01-0923	rifiuto	ogni mano era grande come il coperchio di un bidone dei rifiuti e i piedi, che calzavano stivali di cuoio, sembravano due piccoli delfini.
HPitb1ch01-0924	calzare	ogni mano era grande come il coperchio di un bidone dei rifiuti e i piedi, che calzavano stivali di cuoio, sembravano due piccoli delfini.
HPitb1ch01-0925	cuoio	ogni mano era grande come il coperchio di un bidone dei rifiuti e i piedi, che calzavano stivali di cuoio, sembravano due piccoli delfini.
HPitb1ch01-0926	delfino	ogni mano era grande come il coperchio di un bidone dei rifiuti e i piedi, che calzavano stivali di cuoio, sembravano due piccoli delfini.
HPitb1ch01-0927	braccio	Tra le braccia immense e muscolose reggeva un fagotto di coperte.
HPitb1ch01-0928	immenso	Tra le braccia immense e muscolose reggeva un fagotto di coperte.
HPitb1ch01-0929	muscoloso	Tra le braccia immense e muscolose reggeva un fagotto di coperte.
HPitb1ch01-0930	fagotto	Tra le braccia immense e muscolose reggeva un fagotto di coperte.
HPitb1ch01-0931	prestito	» «Ce l’ho in prestito, professor Silente, signore» e così dicendo, il gigante scese con circospezione dalla moto.
HPitb1ch01-0932	gigante	» «Ce l’ho in prestito, professor Silente, signore» e così dicendo, il gigante scese con circospezione dalla moto.
HPitb1ch01-0933	scendere	» «Ce l’ho in prestito, professor Silente, signore» e così dicendo, il gigante scese con circospezione dalla moto.
HPitb1ch01-0934	circospezione	» «Ce l’ho in prestito, professor Silente, signore» e così dicendo, il gigante scese con circospezione dalla moto.
HPitb1ch01-0935	me	«Me l’ha data il giovane Sirius Black.
HPitb1ch01-0936	problema	«Ci sono stati problemi?
HPitb1ch01-0937	distruggere	la casa era distrutta, diciamo, ma io sono riuscito a tirarlo fuori prima che i Babbani cominciassero a ficcare il naso.
HPitb1ch01-0938	cominciare	la casa era distrutta, diciamo, ma io sono riuscito a tirarlo fuori prima che i Babbani cominciassero a ficcare il naso.
HPitb1ch01-0939	ficcare	la casa era distrutta, diciamo, ma io sono riuscito a tirarlo fuori prima che i Babbani cominciassero a ficcare il naso.
HPitb1ch01-0940	chinarsi	Silente e la McGonagall si chinarono sul fagotto.
HPitb1ch01-0941	dentro	Dentro, appena visibile, c’era un bambino profondamente addormentato.
HPitb1ch01-0942	visibile	Dentro, appena visibile, c’era un bambino profondamente addormentato.
HPitb1ch01-0943	profondamente	Dentro, appena visibile, c’era un bambino profondamente addormentato.
HPitb1ch01-0944	ciuffo	Sotto il ciuffo di capelli corvini che gli ricadeva sulla fronte, scorsero il segno di un taglio dalla forma bizzarra, simile a una saetta.
HPitb1ch01-0945	corvino	Sotto il ciuffo di capelli corvini che gli ricadeva sulla fronte, scorsero il segno di un taglio dalla forma bizzarra, simile a una saetta.
HPitb1ch01-0946	ricadere	Sotto il ciuffo di capelli corvini che gli ricadeva sulla fronte, scorsero il segno di un taglio dalla forma bizzarra, simile a una saetta.
HPitb1ch01-0947	taglio	Sotto il ciuffo di capelli corvini che gli ricadeva sulla fronte, scorsero il segno di un taglio dalla forma bizzarra, simile a una saetta.
HPitb1ch01-0948	bizzarro	Sotto il ciuffo di capelli corvini che gli ricadeva sulla fronte, scorsero il segno di un taglio dalla forma bizzarra, simile a una saetta.
HPitb1ch01-0949	saetta	Sotto il ciuffo di capelli corvini che gli ricadeva sulla fronte, scorsero il segno di un taglio dalla forma bizzarra, simile a una saetta.
HPitb1ch01-0950	cicatrice	«Questa cicatrice se la terrà per sempre».
HPitb1ch01-0951	tenersi	«Questa cicatrice se la terrà per sempre».
HPitb1ch01-0952	ginocchio	Anch’io ne ho una, sopra il ginocchio sinistro, che è una piantina perfetta della metropolitana di Londra.
HPitb1ch01-0953	sinistro	Anch’io ne ho una, sopra il ginocchio sinistro, che è una piantina perfetta della metropolitana di Londra.
HPitb1ch01-0954	piantina	Anch’io ne ho una, sopra il ginocchio sinistro, che è una piantina perfetta della metropolitana di Londra.
HPitb1ch01-0955	metropolitano	Anch’io ne ho una, sopra il ginocchio sinistro, che è una piantina perfetta della metropolitana di Londra.
HPitb1ch01-0956	Londra	Anch’io ne ho una, sopra il ginocchio sinistro, che è una piantina perfetta della metropolitana di Londra.
HPitb1ch01-0957	concludere	vediamo di concludere».
HPitb1ch01-0958	saluto	«Posso... posso fargli un salutino, signore?» chiese Hagrid.
HPitb1ch01-0959	chinare	Chinò la grossa e ispida testa su Harry e gli diede un bacio rasposo per via di tutta quella barba.
HPitb1ch01-0960	rasposo	Chinò la grossa e ispida testa su Harry e gli diede un bacio rasposo per via di tutta quella barba.
HPitb1ch01-0961	via	Chinò la grossa e ispida testa su Harry e gli diede un bacio rasposo per via di tutta quella barba.
HPitb1ch01-0962	ululare	Poi, d’un tratto, ululò come un cane ferito.
HPitb1ch01-0963	cane	Poi, d’un tratto, ululò come un cane ferito.
HPitb1ch01-0964	ferito	Poi, d’un tratto, ululò come un cane ferito.
HPitb1ch01-0965	sibilare	«Shhh!» sibilò la McGonagall.
HPitb1ch01-0966	svegliare	«Sveglierai i Babbani!» «S-s-scusatemi...» singhiozzò Hagrid tirando fuori un immenso fazzoletto a pallini e seppellendoci il viso dentro, «ma proprio n-n-non ce la faccio... Lily e James morti... e il povero piccolo Harry che se ne va a vivere coi Babbani...» «Sì, certo, è molto triste, ma vedi di controllarti, Hagrid, o ci scopriranno» sussurrò la McGonagall battendogli con cautela un colpetto sul braccio mentre Silente, scavalcando il basso muretto del giardino, si avviava verso la porta d’ingresso.
HPitb1ch01-0967	singhiozzare	«Sveglierai i Babbani!» «S-s-scusatemi...» singhiozzò Hagrid tirando fuori un immenso fazzoletto a pallini e seppellendoci il viso dentro, «ma proprio n-n-non ce la faccio... Lily e James morti... e il povero piccolo Harry che se ne va a vivere coi Babbani...» «Sì, certo, è molto triste, ma vedi di controllarti, Hagrid, o ci scopriranno» sussurrò la McGonagall battendogli con cautela un colpetto sul braccio mentre Silente, scavalcando il basso muretto del giardino, si avviava verso la porta d’ingresso.
HPitb1ch01-0968	pallino	«Sveglierai i Babbani!» «S-s-scusatemi...» singhiozzò Hagrid tirando fuori un immenso fazzoletto a pallini e seppellendoci il viso dentro, «ma proprio n-n-non ce la faccio... Lily e James morti... e il povero piccolo Harry che se ne va a vivere coi Babbani...» «Sì, certo, è molto triste, ma vedi di controllarti, Hagrid, o ci scopriranno» sussurrò la McGonagall battendogli con cautela un colpetto sul braccio mentre Silente, scavalcando il basso muretto del giardino, si avviava verso la porta d’ingresso.
HPitb1ch01-0969	seppellire	«Sveglierai i Babbani!» «S-s-scusatemi...» singhiozzò Hagrid tirando fuori un immenso fazzoletto a pallini e seppellendoci il viso dentro, «ma proprio n-n-non ce la faccio... Lily e James morti... e il povero piccolo Harry che se ne va a vivere coi Babbani...» «Sì, certo, è molto triste, ma vedi di controllarti, Hagrid, o ci scopriranno» sussurrò la McGonagall battendogli con cautela un colpetto sul braccio mentre Silente, scavalcando il basso muretto del giardino, si avviava verso la porta d’ingresso.
HPitb1ch01-0970	viso	«Sveglierai i Babbani!» «S-s-scusatemi...» singhiozzò Hagrid tirando fuori un immenso fazzoletto a pallini e seppellendoci il viso dentro, «ma proprio n-n-non ce la faccio... Lily e James morti... e il povero piccolo Harry che se ne va a vivere coi Babbani...» «Sì, certo, è molto triste, ma vedi di controllarti, Hagrid, o ci scopriranno» sussurrò la McGonagall battendogli con cautela un colpetto sul braccio mentre Silente, scavalcando il basso muretto del giardino, si avviava verso la porta d’ingresso.
HPitb1ch01-0971	vivere	«Sveglierai i Babbani!» «S-s-scusatemi...» singhiozzò Hagrid tirando fuori un immenso fazzoletto a pallini e seppellendoci il viso dentro, «ma proprio n-n-non ce la faccio... Lily e James morti... e il povero piccolo Harry che se ne va a vivere coi Babbani...» «Sì, certo, è molto triste, ma vedi di controllarti, Hagrid, o ci scopriranno» sussurrò la McGonagall battendogli con cautela un colpetto sul braccio mentre Silente, scavalcando il basso muretto del giardino, si avviava verso la porta d’ingresso.
HPitb1ch01-0972	controllarsi	«Sveglierai i Babbani!» «S-s-scusatemi...» singhiozzò Hagrid tirando fuori un immenso fazzoletto a pallini e seppellendoci il viso dentro, «ma proprio n-n-non ce la faccio... Lily e James morti... e il povero piccolo Harry che se ne va a vivere coi Babbani...» «Sì, certo, è molto triste, ma vedi di controllarti, Hagrid, o ci scopriranno» sussurrò la McGonagall battendogli con cautela un colpetto sul braccio mentre Silente, scavalcando il basso muretto del giardino, si avviava verso la porta d’ingresso.
HPitb1ch01-0973	sussurrare	«Sveglierai i Babbani!» «S-s-scusatemi...» singhiozzò Hagrid tirando fuori un immenso fazzoletto a pallini e seppellendoci il viso dentro, «ma proprio n-n-non ce la faccio... Lily e James morti... e il povero piccolo Harry che se ne va a vivere coi Babbani...» «Sì, certo, è molto triste, ma vedi di controllarti, Hagrid, o ci scopriranno» sussurrò la McGonagall battendogli con cautela un colpetto sul braccio mentre Silente, scavalcando il basso muretto del giardino, si avviava verso la porta d’ingresso.
HPitb1ch01-0974	cautela	«Sveglierai i Babbani!» «S-s-scusatemi...» singhiozzò Hagrid tirando fuori un immenso fazzoletto a pallini e seppellendoci il viso dentro, «ma proprio n-n-non ce la faccio... Lily e James morti... e il povero piccolo Harry che se ne va a vivere coi Babbani...» «Sì, certo, è molto triste, ma vedi di controllarti, Hagrid, o ci scopriranno» sussurrò la McGonagall battendogli con cautela un colpetto sul braccio mentre Silente, scavalcando il basso muretto del giardino, si avviava verso la porta d’ingresso.
HPitb1ch01-0975	scavalcare	«Sveglierai i Babbani!» «S-s-scusatemi...» singhiozzò Hagrid tirando fuori un immenso fazzoletto a pallini e seppellendoci il viso dentro, «ma proprio n-n-non ce la faccio... Lily e James morti... e il povero piccolo Harry che se ne va a vivere coi Babbani...» «Sì, certo, è molto triste, ma vedi di controllarti, Hagrid, o ci scopriranno» sussurrò la McGonagall battendogli con cautela un colpetto sul braccio mentre Silente, scavalcando il basso muretto del giardino, si avviava verso la porta d’ingresso.
HPitb1ch01-0976	basso	«Sveglierai i Babbani!» «S-s-scusatemi...» singhiozzò Hagrid tirando fuori un immenso fazzoletto a pallini e seppellendoci il viso dentro, «ma proprio n-n-non ce la faccio... Lily e James morti... e il povero piccolo Harry che se ne va a vivere coi Babbani...» «Sì, certo, è molto triste, ma vedi di controllarti, Hagrid, o ci scopriranno» sussurrò la McGonagall battendogli con cautela un colpetto sul braccio mentre Silente, scavalcando il basso muretto del giardino, si avviava verso la porta d’ingresso.
HPitb1ch01-0977	avviarsi	«Sveglierai i Babbani!» «S-s-scusatemi...» singhiozzò Hagrid tirando fuori un immenso fazzoletto a pallini e seppellendoci il viso dentro, «ma proprio n-n-non ce la faccio... Lily e James morti... e il povero piccolo Harry che se ne va a vivere coi Babbani...» «Sì, certo, è molto triste, ma vedi di controllarti, Hagrid, o ci scopriranno» sussurrò la McGonagall battendogli con cautela un colpetto sul braccio mentre Silente, scavalcando il basso muretto del giardino, si avviava verso la porta d’ingresso.
HPitb1ch01-0978	porta	«Sveglierai i Babbani!» «S-s-scusatemi...» singhiozzò Hagrid tirando fuori un immenso fazzoletto a pallini e seppellendoci il viso dentro, «ma proprio n-n-non ce la faccio... Lily e James morti... e il povero piccolo Harry che se ne va a vivere coi Babbani...» «Sì, certo, è molto triste, ma vedi di controllarti, Hagrid, o ci scopriranno» sussurrò la McGonagall battendogli con cautela un colpetto sul braccio mentre Silente, scavalcando il basso muretto del giardino, si avviava verso la porta d’ingresso.
HPitb1ch01-0979	ingresso	«Sveglierai i Babbani!» «S-s-scusatemi...» singhiozzò Hagrid tirando fuori un immenso fazzoletto a pallini e seppellendoci il viso dentro, «ma proprio n-n-non ce la faccio... Lily e James morti... e il povero piccolo Harry che se ne va a vivere coi Babbani...» «Sì, certo, è molto triste, ma vedi di controllarti, Hagrid, o ci scopriranno» sussurrò la McGonagall battendogli con cautela un colpetto sul braccio mentre Silente, scavalcando il basso muretto del giardino, si avviava verso la porta d’ingresso.
HPitb1ch01-0980	deporre	Depose dolcemente Harry sul gradino, tirò fuori dal mantello una lettera, l’infilò tra le coperte che avvolgevano Harry e tornò verso gli altri due.
HPitb1ch01-0981	dolcemente	Depose dolcemente Harry sul gradino, tirò fuori dal mantello una lettera, l’infilò tra le coperte che avvolgevano Harry e tornò verso gli altri due.
HPitb1ch01-0982	gradino	Depose dolcemente Harry sul gradino, tirò fuori dal mantello una lettera, l’infilò tra le coperte che avvolgevano Harry e tornò verso gli altri due.
HPitb1ch01-0983	coperta	Depose dolcemente Harry sul gradino, tirò fuori dal mantello una lettera, l’infilò tra le coperte che avvolgevano Harry e tornò verso gli altri due.
HPitb1ch01-0984	tre	Per un lungo minuto i tre rimasero lì a guardare quel fagottino;
HPitb1ch01-0985	scosso	Hagrid era scosso dai singhiozzi, la professoressa McGonagall non faceva che battere le palpebre, e lo scintillio che normalmente emanava dagli occhi di Silente sembrava svanito.
HPitb1ch01-0986	singhiozzo	Hagrid era scosso dai singhiozzi, la professoressa McGonagall non faceva che battere le palpebre, e lo scintillio che normalmente emanava dagli occhi di Silente sembrava svanito.
