le               	LE SURVIVANT
pencher          	Dumbledore et le professeur McGonagall se penchèrent sur le tas de couvertures.
visible          	À l’intérieur, à peine visible, un bébé dormait profondément.
dormir           	À l’intérieur, à peine visible, un bébé dormait profondément.
profondément     	À l’intérieur, à peine visible, un bébé dormait profondément.
touffe           	Sous une touffe de cheveux d’un noir de jais, ils distinguèrent sur son front une étrange coupure en forme d’éclair.
jais             	Sous une touffe de cheveux d’un noir de jais, ils distinguèrent sur son front une étrange coupure en forme d’éclair.
distinguer       	Sous une touffe de cheveux d’un noir de jais, ils distinguèrent sur son front une étrange coupure en forme d’éclair.
front            	Sous une touffe de cheveux d’un noir de jais, ils distinguèrent sur son front une étrange coupure en forme d’éclair.
coupure          	Sous une touffe de cheveux d’un noir de jais, ils distinguèrent sur son front une étrange coupure en forme d’éclair.
éclair           	Sous une touffe de cheveux d’un noir de jais, ils distinguèrent sur son front une étrange coupure en forme d’éclair.
murmurer         	– C’est là que ?… murmura le professeur McGonagall.
cicatrice        	Il gardera cette cicatrice à tout jamais.
arranger         	– Vous ne pourriez pas arranger ça, Dumbledore ?
genou            	-même, j’en ai une au-dessus du genou gauche, qui représente le plan exact du métro de Londres.
gauche           	-même, j’en ai une au-dessus du genou gauche, qui représente le plan exact du métro de Londres.
représenter      	-même, j’en ai une au-dessus du genou gauche, qui représente le plan exact du métro de Londres.
plan             	-même, j’en ai une au-dessus du genou gauche, qui représente le plan exact du métro de Londres.
exact            	-même, j’en ai une au-dessus du genou gauche, qui représente le plan exact du métro de Londres.
métro            	-même, j’en ai une au-dessus du genou gauche, qui représente le plan exact du métro de Londres.
londres          	-même, j’en ai une au-dessus du genou gauche, qui représente le plan exact du métro de Londres.
hirsute          	Il pencha sa grosse tête hirsute vers Harry et lui donna un baiser qui devait être singulièrement piquant et râpeux.
piquant          	Il pencha sa grosse tête hirsute vers Harry et lui donna un baiser qui devait être singulièrement piquant et râpeux.
râpeux           	Il pencha sa grosse tête hirsute vers Harry et lui donna un baiser qui devait être singulièrement piquant et râpeux.
échapper         	Puis, soudain, Hagrid laissa échapper un long hurlement de chien blessé.
chien            	Puis, soudain, Hagrid laissa échapper un long hurlement de chien blessé.
blesser          	Puis, soudain, Hagrid laissa échapper un long hurlement de chien blessé.
chut             	– Chut ! siffla le professeur McGonagall.
siffler          	– Chut ! siffla le professeur McGonagall.
réveiller        	Vous allez réveiller les Moldus !
désolé           	– Dé… désolé, sanglota Hagrid en sortant de sa poche un grand mouchoir à pois dans lequel il enfouit son visage, mais je… je n’arrive pas à m’y faire… Lily et James qui meurent et ce pauvre petit Harry qui va aller vivre avec les Moldus…
sangloter        	– Dé… désolé, sanglota Hagrid en sortant de sa poche un grand mouchoir à pois dans lequel il enfouit son visage, mais je… je n’arrive pas à m’y faire… Lily et James qui meurent et ce pauvre petit Harry qui va aller vivre avec les Moldus…
pois             	– Dé… désolé, sanglota Hagrid en sortant de sa poche un grand mouchoir à pois dans lequel il enfouit son visage, mais je… je n’arrive pas à m’y faire… Lily et James qui meurent et ce pauvre petit Harry qui va aller vivre avec les Moldus…
lequel           	– Dé… désolé, sanglota Hagrid en sortant de sa poche un grand mouchoir à pois dans lequel il enfouit son visage, mais je… je n’arrive pas à m’y faire… Lily et James qui meurent et ce pauvre petit Harry qui va aller vivre avec les Moldus…
enfouir          	– Dé… désolé, sanglota Hagrid en sortant de sa poche un grand mouchoir à pois dans lequel il enfouit son visage, mais je… je n’arrive pas à m’y faire… Lily et James qui meurent et ce pauvre petit Harry qui va aller vivre avec les Moldus…
mourir           	– Dé… désolé, sanglota Hagrid en sortant de sa poche un grand mouchoir à pois dans lequel il enfouit son visage, mais je… je n’arrive pas à m’y faire… Lily et James qui meurent et ce pauvre petit Harry qui va aller vivre avec les Moldus…
pauvre           	– Dé… désolé, sanglota Hagrid en sortant de sa poche un grand mouchoir à pois dans lequel il enfouit son visage, mais je… je n’arrive pas à m’y faire… Lily et James qui meurent et ce pauvre petit Harry qui va aller vivre avec les Moldus…
sinon            	– Oui, je sais, c’est très triste, mais ressaisissez-vous, Hagrid, sinon, nous allons nous faire repérer, chuchota le professeur McGonagall en tapotant doucement le bras de Hagrid tandis que Dumbledore enjambait le muret du jardin et s’avançait vers l’entrée de la maison.
repérer          	– Oui, je sais, c’est très triste, mais ressaisissez-vous, Hagrid, sinon, nous allons nous faire repérer, chuchota le professeur McGonagall en tapotant doucement le bras de Hagrid tandis que Dumbledore enjambait le muret du jardin et s’avançait vers l’entrée de la maison.
doucement        	– Oui, je sais, c’est très triste, mais ressaisissez-vous, Hagrid, sinon, nous allons nous faire repérer, chuchota le professeur McGonagall en tapotant doucement le bras de Hagrid tandis que Dumbledore enjambait le muret du jardin et s’avançait vers l’entrée de la maison.
enjamber         	– Oui, je sais, c’est très triste, mais ressaisissez-vous, Hagrid, sinon, nous allons nous faire repérer, chuchota le professeur McGonagall en tapotant doucement le bras de Hagrid tandis que Dumbledore enjambait le muret du jardin et s’avançait vers l’entrée de la maison.
avancer          	– Oui, je sais, c’est très triste, mais ressaisissez-vous, Hagrid, sinon, nous allons nous faire repérer, chuchota le professeur McGonagall en tapotant doucement le bras de Hagrid tandis que Dumbledore enjambait le muret du jardin et s’avançait vers l’entrée de la maison.
entrée           	– Oui, je sais, c’est très triste, mais ressaisissez-vous, Hagrid, sinon, nous allons nous faire repérer, chuchota le professeur McGonagall en tapotant doucement le bras de Hagrid tandis que Dumbledore enjambait le muret du jardin et s’avançait vers l’entrée de la maison.
revenir          	Avec précaution, il déposa Harry devant la porte, sortit une lettre de sa cape, la glissa entre les couvertures, puis revint vers les deux autres.
trois            	Pendant un long moment, tous trois restèrent immobiles, côte à côte, à contempler le petit tas de couvertures.
contempler       	Pendant un long moment, tous trois restèrent immobiles, côte à côte, à contempler le petit tas de couvertures.
battre           	Les épaules de Hagrid tremblèrent, le professeur McGonagall battit des paupières avec frénésie et la lueur qui brillait habituellement dans le regard de Dumbledore sembla s’éteindre.
paupière         	Les épaules de Hagrid tremblèrent, le professeur McGonagall battit des paupières avec frénésie et la lueur qui brillait habituellement dans le regard de Dumbledore sembla s’éteindre.
frénésie         	Les épaules de Hagrid tremblèrent, le professeur McGonagall battit des paupières avec frénésie et la lueur qui brillait habituellement dans le regard de Dumbledore sembla s’éteindre.
habituellement   	Les épaules de Hagrid tremblèrent, le professeur McGonagall battit des paupières avec frénésie et la lueur qui brillait habituellement dans le regard de Dumbledore sembla s’éteindre.
eh               	Eh bien voilà, dit enfin Dumbledore.
rejoindre        	Autant rejoindre les autres pour faire la fête.
étouffer         	Oui, dit Hagrid d’une voix étouffée.
revers           	Essuyant d’un revers de manche ses yeux ruisselants de larmes, Hagrid enfourcha la moto et mit le moteur en route.
manche           	Essuyant d’un revers de manche ses yeux ruisselants de larmes, Hagrid enfourcha la moto et mit le moteur en route.
ruisselant       	Essuyant d’un revers de manche ses yeux ruisselants de larmes, Hagrid enfourcha la moto et mit le moteur en route.
larme            	Essuyant d’un revers de manche ses yeux ruisselants de larmes, Hagrid enfourcha la moto et mit le moteur en route.
enfourcher       	Essuyant d’un revers de manche ses yeux ruisselants de larmes, Hagrid enfourcha la moto et mit le moteur en route.
moteur           	Essuyant d’un revers de manche ses yeux ruisselants de larmes, Hagrid enfourcha la moto et mit le moteur en route.
vrombissement    	Dans un vrombissement, la moto s’éleva dans les airs et disparut dans la nuit.
élever           	Dans un vrombissement, la moto s’éleva dans les airs et disparut dans la nuit.
réponse          	Pour toute réponse, le professeur McGonagall se moucha.
moucher          	Pour toute réponse, le professeur McGonagall se moucha.
volte-face       	Dumbledore fit volte-face et s’éloigna le long de la rue.
éloigner         	Dumbledore fit volte-face et s’éloigna le long de la rue.
boule            	Il l’actionna une seule fois et une douzaine de boules lumineuses regagnèrent aussitôt les réverbères.
lumineux         	Il l’actionna une seule fois et une douzaine de boules lumineuses regagnèrent aussitôt les réverbères.
regagner         	Il l’actionna une seule fois et une douzaine de boules lumineuses regagnèrent aussitôt les réverbères.
aussitôt         	Il l’actionna une seule fois et une douzaine de boules lumineuses regagnèrent aussitôt les réverbères.
baigner          	Privet Drive fut soudain baigné d’une lumière orangée et Dumbledore distingua la silhouette d’un chat tigré qui tournait l’angle de la rue.
orangé           	Privet Drive fut soudain baigné d’une lumière orangée et Dumbledore distingua la silhouette d’un chat tigré qui tournait l’angle de la rue.
silhouette       	Privet Drive fut soudain baigné d’une lumière orangée et Dumbledore distingua la silhouette d’un chat tigré qui tournait l’angle de la rue.
chance           	– Bonne chance, Harry, murmura-t-il.
bruissement      	Il se retourna et disparut dans un bruissement de cape.
brise            	Une brise agitait les haies bien taillées de Privet Drive.
haie             	Une brise agitait les haies bien taillées de Privet Drive.
tailler          	Une brise agitait les haies bien taillées de Privet Drive.
silencieux       	La rue était propre et silencieuse sous le ciel d’encre.
encre            	La rue était propre et silencieuse sous le ciel d’encre.
extraordinaire   	Jamais on n’aurait imaginé que des événements extraordinaires puissent se dérouler dans un tel endroit.
dérouler         	Jamais on n’aurait imaginé que des événements extraordinaires puissent se dérouler dans un tel endroit.
refermer         	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
poser            	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
exceptionnel     	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
cri              	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
bouteille        	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
lait             	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
semaine          	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
piquer           	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
pincer           	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
cousin           	Sa petite main se referma sur la lettre posée à côté de lui et il continua de dormir sans savoir qu’il était un être exceptionnel, sans savoir qu’il était déjà célèbre, sans savoir non plus que dans quelques heures, il serait réveillé par le cri de Mrs Dursley qui ouvrirait la porte pour sortir les bouteilles de lait et que pendant des semaines, il serait piqué et pincé par son cousin Dudley…
davantage        	Il ne savait pas davantage qu’en ce moment même, des gens s’étaient rassemblés en secret dans tout le pays et qu’ils levaient leur verre en murmurant : « À la santé de Harry Potter. Le survivant ! »
rassembler       	Il ne savait pas davantage qu’en ce moment même, des gens s’étaient rassemblés en secret dans tout le pays et qu’ils levaient leur verre en murmurant : « À la santé de Harry Potter. Le survivant ! »
verre            	Il ne savait pas davantage qu’en ce moment même, des gens s’étaient rassemblés en secret dans tout le pays et qu’ils levaient leur verre en murmurant : « À la santé de Harry Potter. Le survivant ! »
santé            	Il ne savait pas davantage qu’en ce moment même, des gens s’étaient rassemblés en secret dans tout le pays et qu’ils levaient leur verre en murmurant : « À la santé de Harry Potter. Le survivant ! »
survivant        	Il ne savait pas davantage qu’en ce moment même, des gens s’étaient rassemblés en secret dans tout le pays et qu’ils levaient leur verre en murmurant : « À la santé de Harry Potter. Le survivant ! »
