HPfrb1ch02-0001	le               	LE SURVIVANT
HPfrb1ch02-0163	quartier         	Mr Dursley fredonnait un air en nouant sa cravate la plus sinistre pour aller travailler et Mrs Dursley racontait d’un ton badin les derniers potins du quartier en s’efforçant d’installer sur sa chaise de bébé le jeune Dudley qui braillait de toute la force de ses poumons.
HPfrb1ch02-0164	efforcer         	Mr Dursley fredonnait un air en nouant sa cravate la plus sinistre pour aller travailler et Mrs Dursley racontait d’un ton badin les derniers potins du quartier en s’efforçant d’installer sur sa chaise de bébé le jeune Dudley qui braillait de toute la force de ses poumons.
HPfrb1ch02-0165	installer        	Mr Dursley fredonnait un air en nouant sa cravate la plus sinistre pour aller travailler et Mrs Dursley racontait d’un ton badin les derniers potins du quartier en s’efforçant d’installer sur sa chaise de bébé le jeune Dudley qui braillait de toute la force de ses poumons.
HPfrb1ch02-0166	sur              	Mr Dursley fredonnait un air en nouant sa cravate la plus sinistre pour aller travailler et Mrs Dursley racontait d’un ton badin les derniers potins du quartier en s’efforçant d’installer sur sa chaise de bébé le jeune Dudley qui braillait de toute la force de ses poumons.
HPfrb1ch02-0167	chaise           	Mr Dursley fredonnait un air en nouant sa cravate la plus sinistre pour aller travailler et Mrs Dursley racontait d’un ton badin les derniers potins du quartier en s’efforçant d’installer sur sa chaise de bébé le jeune Dudley qui braillait de toute la force de ses poumons.
HPfrb1ch02-0168	bébé             	Mr Dursley fredonnait un air en nouant sa cravate la plus sinistre pour aller travailler et Mrs Dursley racontait d’un ton badin les derniers potins du quartier en s’efforçant d’installer sur sa chaise de bébé le jeune Dudley qui braillait de toute la force de ses poumons.
HPfrb1ch02-0169	jeune            	Mr Dursley fredonnait un air en nouant sa cravate la plus sinistre pour aller travailler et Mrs Dursley racontait d’un ton badin les derniers potins du quartier en s’efforçant d’installer sur sa chaise de bébé le jeune Dudley qui braillait de toute la force de ses poumons.
HPfrb1ch02-0170	brailler         	Mr Dursley fredonnait un air en nouant sa cravate la plus sinistre pour aller travailler et Mrs Dursley racontait d’un ton badin les derniers potins du quartier en s’efforçant d’installer sur sa chaise de bébé le jeune Dudley qui braillait de toute la force de ses poumons.
HPfrb1ch02-0171	force            	Mr Dursley fredonnait un air en nouant sa cravate la plus sinistre pour aller travailler et Mrs Dursley racontait d’un ton badin les derniers potins du quartier en s’efforçant d’installer sur sa chaise de bébé le jeune Dudley qui braillait de toute la force de ses poumons.
HPfrb1ch02-0172	poumon           	Mr Dursley fredonnait un air en nouant sa cravate la plus sinistre pour aller travailler et Mrs Dursley racontait d’un ton badin les derniers potins du quartier en s’efforçant d’installer sur sa chaise de bébé le jeune Dudley qui braillait de toute la force de ses poumons.
HPfrb1ch02-0173	aucun            	Aucun d’eux ne remarqua la grosse chouette hulotte au plumage mordoré qui voleta devant la fenêtre.
HPfrb1ch02-0174	remarquer        	Aucun d’eux ne remarqua la grosse chouette hulotte au plumage mordoré qui voleta devant la fenêtre.
HPfrb1ch02-0175	gros             	Aucun d’eux ne remarqua la grosse chouette hulotte au plumage mordoré qui voleta devant la fenêtre.
HPfrb1ch02-0176	chouette         	Aucun d’eux ne remarqua la grosse chouette hulotte au plumage mordoré qui voleta devant la fenêtre.
HPfrb1ch02-0177	hulotte          	Aucun d’eux ne remarqua la grosse chouette hulotte au plumage mordoré qui voleta devant la fenêtre.
HPfrb1ch02-0178	plumage          	Aucun d’eux ne remarqua la grosse chouette hulotte au plumage mordoré qui voleta devant la fenêtre.
HPfrb1ch02-0179	mordoré          	Aucun d’eux ne remarqua la grosse chouette hulotte au plumage mordoré qui voleta devant la fenêtre.
HPfrb1ch02-0180	voleter          	Aucun d’eux ne remarqua la grosse chouette hulotte au plumage mordoré qui voleta devant la fenêtre.
HPfrb1ch02-0181	devant           	Aucun d’eux ne remarqua la grosse chouette hulotte au plumage mordoré qui voleta devant la fenêtre.
HPfrb1ch02-0182	fenêtre          	Aucun d’eux ne remarqua la grosse chouette hulotte au plumage mordoré qui voleta devant la fenêtre.
HPfrb1ch02-0183	huit             	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0184	heure            	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0185	demie            	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0186	prendre          	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0187	attaché-case     	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0188	déposer          	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0189	baiser           	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0190	joue             	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0191	essayer          	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0192	embrasser        	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0193	sans             	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0194	succès           	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0195	proie            	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0196	crise            	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0197	colère           	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0198	appliquer        	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0199	jeter            	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0200	contre           	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0201	mur              	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0202	pièce            	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0203	contenu          	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0204	assiette         	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
HPfrb1ch02-0205	céréale          	À huit heures et demie, Mr Dursley prit son attaché-case, déposa un baiser sur la joue de Mrs Dursley et essaya d’embrasser Dudley, mais sans succès, car celui-ci était en proie à une petite crise de colère et s’appliquait à jeter contre les murs de la pièce le contenu de son assiette de céréales.
